genome_id	ncbi_biosample_accession_id	ncbi_lat_lon	lat_lon	date	ncbi_bioproject	domain	phylum	class	order	family	genus	species	collection_date	geographic_location_harmonized	host_harmonized	isolation_source_harmonized	project_name	env_broad_med_local	misc_attributes	google_earth_embeddings
RS_GCF_002416435.1	SAMN04272865	46.1936 N 6.1489 E	46.1936 N 6.1489 E	2010	PRJNA224116	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter baumannii	2010	Switzerland: Geneva	Homo sapiens	rectal swab			[collected_by] Bacteriology lab of HUG --- [genotype] ST208 --- [host_disease_harmonized] Bacterial colonization	[0.05536332179930796, -0.2679584775086506, 0.05536332179930796, -0.08882737408688965, 0.09356401384083046, -0.19986159169550174, 0.16000000000000003, -0.05911572472126105, -0.12456747404844293, 0.006151480199923107, 0.09356401384083046, 0.06698961937716265, 0.007443291041906958, -0.10340638216070744, -0.16000000000000003, -0.186082276047674, 0.22145328719723184, 0.09842368319876971, -0.003014225297962322, 0.09842368319876971, -0.022206843521722412, -0.05911572472126105, -0.15378700499807765, 0.11374086889657825, 0.07111111111111111, 0.13588619761630144, 0.05536332179930796, -0.07972318339100345, 0.17937716262975778, -0.08421376393694734, -0.08882737408688965, -0.07535563244905807, -0.006151480199923107, 0.000984236831987697, 0.11374086889657825, -0.16000000000000003, -0.31009611687812383, -0.04822760476739715, 0.11909265667051133, -0.07111111111111111, -0.13588619761630144, -0.17937716262975778, 0.019930795847750864, -0.13016532103037293, -0.05173394848135333, 0.2069357939254133, -0.17279507881584008, 0.10340638216070744, 0.022206843521722412, 0.010396001537870049, -0.21413302575932336, 0.08421376393694734, -0.09842368319876971, 0.12456747404844293, 0.2069357939254133, -0.1929104190695886, 0.05536332179930796, -0.07111111111111111, 0.05173394848135333, -0.19986159169550174, 0.10340638216070744, 0.01574778931180315, 0.012056901191849288, 0.08421376393694734]
GB_GCA_001788795.1	SAMN04314365	39.5369 N 107.7828 W	39.5369 N 107.7828 W	2012-08-02	PRJNA288027	d__Bacteria	p__Patescibacteria	c__Gracilibacteria	o__UBA1369	f__UBA12470	g__XYC2-FULL-41-22	s__XYC2-FULL-41-22 sp001788795	2012-08-02	USA: Rifle, CO		Rifle well CD01 at 16ft depth; 0.2 micron filter at time point A			[environmental-sample] True --- [metagenome-source] subsurface metagenome --- [metagenomic] True --- [note] This biosample is a genome obtained from the metagenome sample SAMN03842443	[0.041584006151480196, -0.2519646289888504, 0.21413302575932336, -0.024605920799692427, 0.09842368319876971, -0.14173010380622836, -0.08421376393694734, -0.12456747404844293, -0.2288965782391388, -0.05173394848135333, 0.05173394848135333, 0.003936947327950788, 0.003936947327950788, -0.10340638216070744, -0.186082276047674, -0.05911572472126105, 0.08421376393694734, 0.19986159169550174, 0.21413302575932336, -0.10340638216070744, 0.01574778931180315, 0.017777777777777778, 0.03844675124951941, -0.09356401384083046, -0.17279507881584008, 0.09356401384083046, -0.08421376393694734, -0.017777777777777778, 0.11909265667051133, 0.006151480199923107, 0.044844290657439445, -0.13588619761630144, 0.0629911572472126, -0.08882737408688965, 0.1929104190695886, -0.044844290657439445, -0.19986159169550174, 0.11909265667051133, -0.2364628988850442, -0.05536332179930796, -0.15378700499807765, -0.09842368319876971, -0.0015378700499807767, 0.010396001537870049, 0.022206843521722412, 0.2069357939254133, -0.0271280276816609, 0.05536332179930796, 0.17937716262975778, -0.0629911572472126, 0.08882737408688965, 0.041584006151480196, -0.16000000000000003, 0.186082276047674, 0.19986159169550174, -0.05911572472126105, -0.14769703960015382, -0.15378700499807765, -0.14769703960015382, -0.13588619761630144, 0.14769703960015382, -0.03254133025759323, -0.186082276047674, 0.01384083044982699]
GB_GCA_001798185.1	SAMN04315399	39.5369 N 107.7828 W	39.5369 N 107.7828 W	2013-07-07	PRJNA288027	d__Bacteria	p__UBA10199	c__UBA10199	o__2-02-FULL-44-16	f__2-02-FULL-44-16	g__2-02-FULL-44-16	s__2-02-FULL-44-16 sp001798185	2013-07-07	USA: Rifle, CO		Rifle well FP-101 under high O2 conditions; 0.2 micron filter; full assembly			[environmental-sample] True --- [metagenome-source] subsurface metagenome --- [metagenomic] True --- [note] This biosample is a genome obtained from the metagenome sample SAMN03842433	[0.041584006151480196, -0.2519646289888504, 0.21413302575932336, -0.024605920799692427, 0.09842368319876971, -0.14173010380622836, -0.08421376393694734, -0.12456747404844293, -0.2288965782391388, -0.05173394848135333, 0.05173394848135333, 0.003936947327950788, 0.003936947327950788, -0.10340638216070744, -0.186082276047674, -0.05911572472126105, 0.08421376393694734, 0.19986159169550174, 0.21413302575932336, -0.10340638216070744, 0.01574778931180315, 0.017777777777777778, 0.03844675124951941, -0.09356401384083046, -0.17279507881584008, 0.09356401384083046, -0.08421376393694734, -0.017777777777777778, 0.11909265667051133, 0.006151480199923107, 0.044844290657439445, -0.13588619761630144, 0.0629911572472126, -0.08882737408688965, 0.1929104190695886, -0.044844290657439445, -0.19986159169550174, 0.11909265667051133, -0.2364628988850442, -0.05536332179930796, -0.15378700499807765, -0.09842368319876971, -0.0015378700499807767, 0.010396001537870049, 0.022206843521722412, 0.2069357939254133, -0.0271280276816609, 0.05536332179930796, 0.17937716262975778, -0.0629911572472126, 0.08882737408688965, 0.041584006151480196, -0.16000000000000003, 0.186082276047674, 0.19986159169550174, -0.05911572472126105, -0.14769703960015382, -0.15378700499807765, -0.14769703960015382, -0.13588619761630144, 0.14769703960015382, -0.03254133025759323, -0.186082276047674, 0.01384083044982699]
GB_GCA_001785675.1	SAMN04315671	39.5369 N 107.7828 W	39.5369 N 107.7828 W	2013-07-07	PRJNA288027	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA9973	g__UBA9973	s__UBA9973 sp001785675	2013-07-07	USA: Rifle, CO		Rifle well FP-101 under high O2 conditions; 1.2 micron filter; full assembly			[environmental-sample] True --- [metagenome-source] subsurface metagenome --- [metagenomic] True --- [note] This biosample is a genome obtained from the metagenome sample SAMN03842435	[0.041584006151480196, -0.2519646289888504, 0.21413302575932336, -0.024605920799692427, 0.09842368319876971, -0.14173010380622836, -0.08421376393694734, -0.12456747404844293, -0.2288965782391388, -0.05173394848135333, 0.05173394848135333, 0.003936947327950788, 0.003936947327950788, -0.10340638216070744, -0.186082276047674, -0.05911572472126105, 0.08421376393694734, 0.19986159169550174, 0.21413302575932336, -0.10340638216070744, 0.01574778931180315, 0.017777777777777778, 0.03844675124951941, -0.09356401384083046, -0.17279507881584008, 0.09356401384083046, -0.08421376393694734, -0.017777777777777778, 0.11909265667051133, 0.006151480199923107, 0.044844290657439445, -0.13588619761630144, 0.0629911572472126, -0.08882737408688965, 0.1929104190695886, -0.044844290657439445, -0.19986159169550174, 0.11909265667051133, -0.2364628988850442, -0.05536332179930796, -0.15378700499807765, -0.09842368319876971, -0.0015378700499807767, 0.010396001537870049, 0.022206843521722412, 0.2069357939254133, -0.0271280276816609, 0.05536332179930796, 0.17937716262975778, -0.0629911572472126, 0.08882737408688965, 0.041584006151480196, -0.16000000000000003, 0.186082276047674, 0.19986159169550174, -0.05911572472126105, -0.14769703960015382, -0.15378700499807765, -0.14769703960015382, -0.13588619761630144, 0.14769703960015382, -0.03254133025759323, -0.186082276047674, 0.01384083044982699]
GB_GCA_001790335.1	SAMN04315780	39.5369 N 107.7828 W	39.5369 N 107.7828 W	2013-06-03	PRJNA288027	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__GWA2-73-35	s__GWA2-73-35 sp001790315	2013-06-03	USA: Rifle, CO		Rifle well FP-101 under low O2 conditions; 1.2 micron filter; full assembly			[environmental-sample] True --- [metagenome-source] subsurface metagenome --- [metagenomic] True --- [note] This biosample is a genome obtained from the metagenome sample SAMN03842440	[0.041584006151480196, -0.2519646289888504, 0.21413302575932336, -0.024605920799692427, 0.09842368319876971, -0.14173010380622836, -0.08421376393694734, -0.12456747404844293, -0.2288965782391388, -0.05173394848135333, 0.05173394848135333, 0.003936947327950788, 0.003936947327950788, -0.10340638216070744, -0.186082276047674, -0.05911572472126105, 0.08421376393694734, 0.19986159169550174, 0.21413302575932336, -0.10340638216070744, 0.01574778931180315, 0.017777777777777778, 0.03844675124951941, -0.09356401384083046, -0.17279507881584008, 0.09356401384083046, -0.08421376393694734, -0.017777777777777778, 0.11909265667051133, 0.006151480199923107, 0.044844290657439445, -0.13588619761630144, 0.0629911572472126, -0.08882737408688965, 0.1929104190695886, -0.044844290657439445, -0.19986159169550174, 0.11909265667051133, -0.2364628988850442, -0.05536332179930796, -0.15378700499807765, -0.09842368319876971, -0.0015378700499807767, 0.010396001537870049, 0.022206843521722412, 0.2069357939254133, -0.0271280276816609, 0.05536332179930796, 0.17937716262975778, -0.0629911572472126, 0.08882737408688965, 0.041584006151480196, -0.16000000000000003, 0.186082276047674, 0.19986159169550174, -0.05911572472126105, -0.14769703960015382, -0.15378700499807765, -0.14769703960015382, -0.13588619761630144, 0.14769703960015382, -0.03254133025759323, -0.186082276047674, 0.01384083044982699]
RS_GCF_001597475.1	SAMN04570267	56.4354336 N 9.16894960 E	56.4354336 N 9.16894960 E	2000	PRJNA224116	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_C	s__Fusobacterium_C necrophorum	2000	Denmark	Homo sapiens	throat swab			[collected_by] Lena Hagelskjaer --- [host_disease_harmonized] Tonsillitis --- [sub_species] funduliforme	[-0.08882737408688965, -0.041584006151480196, -0.29287197231833906, -0.012056901191849288, -0.13588619761630144, -0.16000000000000003, 0.019930795847750864, 0.16000000000000003, 0.16000000000000003, -0.09356401384083046, 0.15378700499807765, 0.05911572472126105, -0.029773164167627833, 0.04822760476739715, -0.10340638216070744, -0.28444444444444444, -0.16000000000000003, -0.010396001537870049, 0.13016532103037293, 0.05911572472126105, -0.000984236831987697, -0.05911572472126105, -0.09842368319876971, 0.08421376393694734, 0.03254133025759323, 0.17279507881584008, 0.14173010380622836, -0.03844675124951941, 0.07535563244905807, 0.16633602460592078, 0.007443291041906958, 0.2069357939254133, 0.09356401384083046, 0.09842368319876971, 0.05173394848135333, 0.10340638216070744, -0.1085121107266436, 0.09842368319876971, 0.05173394848135333, -0.022206843521722412, -0.17937716262975778, -0.09356401384083046, 0.007443291041906958, -0.022206843521722412, 0.09842368319876971, 0.07111111111111111, 0.022206843521722412, -0.16633602460592078, 0.2599000384467512, -0.16000000000000003, -0.29287197231833906, -0.0271280276816609, 0.08421376393694734, -0.12456747404844293, 0.2288965782391388, 0.024605920799692427, 0.05536332179930796, 0.09842368319876971, -0.10340638216070744, -0.12456747404844293, 0.029773164167627833, -0.06698961937716265, 0.2069357939254133, 0.07111111111111111]
RS_GCF_002212105.1	SAMN04924799	21.22 N 39.52 E	21.22 N 39.52 E	2013	PRJNA224116	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter baumannii	2013	Saudi Arabia: Makkah	Homo sapiens	blood			[collected_by] KAMC-Makkak --- [host_disease_harmonized] Infection	[0.05911572472126105, 0.017777777777777778, 0.11374086889657825, 0.19986159169550174, -0.03254133025759323, -0.05173394848135333, -0.044844290657439445, 0.07111111111111111, -0.11374086889657825, 0.2364628988850442, 0.2364628988850442, 0.10340638216070744, -0.37425605536332185, -0.08421376393694734, 0.07535563244905807, 0.11374086889657825, -0.012056901191849288, 0.01574778931180315, 0.15378700499807765, 0.017777777777777778, 0.11374086889657825, 0.019930795847750864, -0.1929104190695886, -0.03844675124951941, -0.07535563244905807, -0.14173010380622836, 0.17937716262975778, -0.05911572472126105, 0.05911572472126105, -0.03844675124951941, 0.11909265667051133, 0.0629911572472126, 0.09356401384083046, -0.11909265667051133, -0.3188927335640138, -0.09356401384083046, -0.03844675124951941, 0.2364628988850442, 0.16000000000000003, 0.03844675124951941, 0.12456747404844293, 0.008858131487889272, 0.0629911572472126, -0.17279507881584008, -0.21413302575932336, -0.08882737408688965, -0.05173394848135333, -0.09842368319876971, 0.12456747404844293, 0.04822760476739715, 0.007443291041906958, 0.1085121107266436, -0.09842368319876971, 0.0271280276816609, 0.14173010380622836, -0.044844290657439445, 0.17279507881584008, 0.0629911572472126, 0.024605920799692427, 0.08421376393694734, -0.09842368319876971, 0.03543252595155709, -0.09356401384083046, -0.12456747404844293]
GB_GCA_002070275.1	SAMN05004130	40.12 N 88.20 W	40.12 N 88.20 W	2013	PRJNA321808	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__CAITNO01	g__JAAYJV01	s__JAAYJV01 sp002070275	2013	USA: Urbana, Illinois		Full-scale anaerobic digester operated by the Champaign-Urbana Sanitary District treating a mixture of municipal and industrial waste activated sludge and municipal sewage			[derived-from] This BioSample is a metagenomic assembly obtained from the anaerobic digester metagenome BioSample: SAMN04270879 --- [environmental-sample] True --- [isolate] ADurb.Bin170 --- [metagenome-source] anaerobic digester metagenome --- [metagenomic] True --- [sample_type] metagenomic assembly	[-0.11374086889657825, -0.15378700499807765, 0.004982698961937716, 0.07111111111111111, 0.006151480199923107, -0.2288965782391388, -0.01574778931180315, 0.08421376393694734, 0.022206843521722412, -0.11374086889657825, 0.19986159169550174, -0.19986159169550174, -0.06698961937716265, -0.11909265667051133, -0.2069357939254133, 0.07111111111111111, -0.2288965782391388, 0.05911572472126105, -0.14769703960015382, 0.029773164167627833, -0.00024605920799692423, 0.01574778931180315, -0.1085121107266436, 0.041584006151480196, 0.06698961937716265, 0.17279507881584008, -0.06698961937716265, -0.05536332179930796, 0.11909265667051133, 0.041584006151480196, -0.03543252595155709, -0.05536332179930796, -0.01574778931180315, 0.06698961937716265, 0.0271280276816609, -0.16633602460592078, -0.09842368319876971, -0.17279507881584008, 0.13588619761630144, -0.17937716262975778, -0.2069357939254133, 0.003014225297962322, 0.17937716262975778, 0.044844290657439445, -0.022206843521722412, 0.14173010380622836, 0.21413302575932336, -0.03543252595155709, 0.21413302575932336, -0.17937716262975778, -0.16633602460592078, 0.008858131487889272, -0.13588619761630144, 0.21413302575932336, 0.186082276047674, 0.09842368319876971, 0.186082276047674, 0.05173394848135333, -0.04822760476739715, 0.06698961937716265, -0.08421376393694734, -0.19986159169550174, -0.03543252595155709, 0.08421376393694734]
RS_GCF_002739445.1	SAMN06019721	41.89 N 12.46 E	41.89 N 12.46 E	2013	PRJNA224116	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas maltophilia	2013	Italy:Rome	Homo sapiens	lung			[collected_by] Bambino Gesu Hospital and Research Institute --- [host_disease_harmonized] cystic fibrosis	[0.010396001537870049, -0.3014225297962323, -0.03254133025759323, 0.14769703960015382, 0.11909265667051133, 0.022206843521722412, -0.003014225297962322, 0.12456747404844293, 0.16633602460592078, -0.0629911572472126, 0.029773164167627833, -0.04822760476739715, -0.22145328719723184, -0.010396001537870049, 0.044844290657439445, -0.01384083044982699, 0.01384083044982699, 0.16633602460592078, -0.07111111111111111, 0.16633602460592078, 0.08421376393694734, -0.03844675124951941, 0.09356401384083046, -0.0015378700499807767, -0.029773164167627833, 0.34602076124567477, -0.0271280276816609, -0.024605920799692427, 0.3014225297962323, 0.0629911572472126, 0.0271280276816609, 0.022206843521722412, -0.041584006151480196, 0.17279507881584008, -0.029773164167627833, -0.11909265667051133, -0.17937716262975778, 0.07111111111111111, -0.01574778931180315, 0.09842368319876971, 0.11909265667051133, -0.2069357939254133, 0.14769703960015382, -0.06698961937716265, 0.006151480199923107, 0.15378700499807765, -0.13588619761630144, 0.08882737408688965, 0.07535563244905807, -0.11374086889657825, -0.10340638216070744, 0.1085121107266436, -0.06698961937716265, 0.11374086889657825, 0.14173010380622836, -0.24415224913494812, 0.05536332179930796, 0.07535563244905807, 0.07535563244905807, -0.000984236831987697, 0.2519646289888504, -0.09356401384083046, 0.13016532103037293, -0.07535563244905807]
RS_GCF_002130845.1	SAMN06094164	12 S 77 W	12 S 77 W	2012-01-01	PRJNA224116	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium tuberculosis	2012-01-01	Peru: Lima	Homo sapiens	patient			[collected_by] Roger Calderon --- [host_disease_harmonized] tuberculosis	[-0.006151480199923107, -0.17937716262975778, 0.07535563244905807, -0.14769703960015382, -0.03844675124951941, -0.14769703960015382, -0.1085121107266436, 0.041584006151480196, -0.16000000000000003, -0.010396001537870049, 0.17937716262975778, 0.2364628988850442, 0.017777777777777778, -0.024605920799692427, 0.04822760476739715, -0.08421376393694734, 0.2679584775086506, 0.0629911572472126, 0.08882737408688965, 0.07111111111111111, 0.09356401384083046, 0.11374086889657825, -0.14173010380622836, -0.14769703960015382, -0.07972318339100345, -0.05536332179930796, -0.13016532103037293, 0.09356401384083046, 0.01384083044982699, -0.03543252595155709, 0.012056901191849288, 0.007443291041906958, -0.2761399461745483, -0.21413302575932336, 0.022206843521722412, -0.029773164167627833, -0.22145328719723184, 0.019930795847750864, -0.07535563244905807, 0.28444444444444444, 0.1085121107266436, -0.19986159169550174, -0.10340638216070744, -0.041584006151480196, -0.019930795847750864, -0.12456747404844293, 0.05536332179930796, 0.0629911572472126, 0.11374086889657825, -0.000984236831987697, 0.0629911572472126, 0.2069357939254133, -0.044844290657439445, 0.09842368319876971, 0.05536332179930796, -0.14173010380622836, 0.0271280276816609, -0.17937716262975778, -0.17279507881584008, 0.05536332179930796, 0.17937716262975778, -0.1929104190695886, 0.06698961937716265, -0.0629911572472126]
RS_GCF_002986515.1	SAMN06203667	42.8864 N 78.8784 W	42.8864 N 78.8784 W	1998-09-14	PRJNA224116	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Pasteurellaceae	g__Haemophilus	s__Haemophilus influenzae	1998-09-14	USA: Buffalo, NY	Homo sapiens	sputum			[collected_by] University of Buffalo, SUNY --- [host_disease_harmonized] Chronic obstructive pulmonary disease --- [subsrc_note] MLST sequence type ST170	[0.044844290657439445, -0.22145328719723184, 0.09842368319876971, -0.07111111111111111, 0.07972318339100345, -0.03254133025759323, 0.0271280276816609, -0.13016532103037293, -0.16633602460592078, -0.13588619761630144, 0.13588619761630144, -0.15378700499807765, -0.17937716262975778, -0.21413302575932336, -0.21413302575932336, -0.17937716262975778, 0.05536332179930796, 0.07535563244905807, -0.07111111111111111, 0.12456747404844293, 0.04822760476739715, -0.13588619761630144, -0.2364628988850442, -0.2069357939254133, -0.022206843521722412, 0.28444444444444444, 0.11374086889657825, -0.05911572472126105, -0.044844290657439445, 0.05536332179930796, 0.07111111111111111, -0.010396001537870049, -0.08882737408688965, -0.01384083044982699, -0.041584006151480196, -0.006151480199923107, -0.07111111111111111, -0.11909265667051133, -0.0629911572472126, 0.16000000000000003, -0.05173394848135333, 0.044844290657439445, 0.00024605920799692423, 0.03543252595155709, 0.1929104190695886, 0.07535563244905807, 0.044844290657439445, -0.08882737408688965, 0.17937716262975778, -0.11909265667051133, -0.08882737408688965, 0.10340638216070744, -0.17937716262975778, 0.044844290657439445, 0.2288965782391388, -0.08421376393694734, 0.17937716262975778, 0.13016532103037293, 0.03844675124951941, 0.0629911572472126, -0.004982698961937716, -0.12456747404844293, -0.2519646289888504, -0.004982698961937716]
RS_GCF_002135915.1	SAMN06761146	43.35 N 13.3 E	43.35 N 13.3 E	2013/2014	PRJNA224116	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa	2013/2014	Italy: Ancona	Homo sapiens	Respiratory Sample			[collected_by] Pseudomonas Italian work group --- [host_disease_harmonized] Respiratory Tract Infections	[-0.186082276047674, -0.09356401384083046, -0.186082276047674, 0.06698961937716265, 0.09356401384083046, 0.12456747404844293, 0.29287197231833906, 0.04822760476739715, 0.1929104190695886, -0.08421376393694734, -0.044844290657439445, 0.002214532871972318, -0.2519646289888504, 0.07535563244905807, -0.07972318339100345, 0.09356401384083046, -0.08421376393694734, 0.003014225297962322, -0.12456747404844293, 0.04822760476739715, -0.03543252595155709, -0.10340638216070744, 0.06698961937716265, 0.2288965782391388, 0.2364628988850442, -0.06698961937716265, -0.002214532871972318, -0.03254133025759323, 0.19986159169550174, 0.024605920799692427, -0.029773164167627833, -0.13016532103037293, 0.14173010380622836, 0.000984236831987697, 0.017777777777777778, -0.022206843521722412, -0.22145328719723184, -0.14769703960015382, -0.041584006151480196, 0.1929104190695886, 0.0629911572472126, -0.08421376393694734, 0.11909265667051133, -0.10340638216070744, -0.05173394848135333, -0.08421376393694734, 0.09356401384083046, -0.029773164167627833, 0.2069357939254133, -0.0629911572472126, -0.16633602460592078, 0.11374086889657825, -0.01384083044982699, -0.13016532103037293, 0.19986159169550174, -0.16000000000000003, -0.10340638216070744, -0.17937716262975778, -0.08421376393694734, -0.05173394848135333, -0.08882737408688965, -0.21413302575932336, 0.03254133025759323, -0.017777777777777778]
RS_GCF_002178795.1	SAMN06888266	49.41 N 112.49 W	49.41 N 112.49 W	2005	PRJNA224116	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D	s__Campylobacter_D jejuni	2005	Canada	Bos taurus	feces			[collected_by] Emma Sproston, Cathy Carrillo, Eduardo Taboada, Ben Pascoe & Sam Sheppard --- [host_disease_harmonized] campylobacteriosis	[0.041584006151480196, -0.12456747404844293, -0.006151480199923107, -0.14769703960015382, 0.16633602460592078, 0.010396001537870049, 0.03254133025759323, 0.03844675124951941, -0.08882737408688965, 0.012056901191849288, -0.15378700499807765, -0.31009611687812383, -0.04822760476739715, -0.08882737408688965, -0.21413302575932336, 0.19986159169550174, -0.008858131487889272, 0.08882737408688965, 0.12456747404844293, 0.12456747404844293, -0.09356401384083046, 0.0271280276816609, 0.13016532103037293, 0.041584006151480196, 0.11374086889657825, -0.05911572472126105, -0.04822760476739715, -0.1929104190695886, 0.17937716262975778, 0.10340638216070744, 0.0629911572472126, -0.08882737408688965, 0.03844675124951941, -0.06698961937716265, -0.17937716262975778, 0.1085121107266436, 0.012056901191849288, 0.13588619761630144, -0.09356401384083046, 0.09356401384083046, -0.041584006151480196, 0.022206843521722412, -0.09356401384083046, -0.13016532103037293, -0.008858131487889272, 0.11909265667051133, 0.16000000000000003, -0.186082276047674, -0.07972318339100345, -0.3014225297962323, 0.21413302575932336, -0.19986159169550174, -0.09356401384083046, -0.05911572472126105, 0.06698961937716265, 0.0629911572472126, -0.1929104190695886, -0.17279507881584008, -0.1929104190695886, 0.13588619761630144, 0.07111111111111111, -0.07972318339100345, -0.019930795847750864, 0.08421376393694734]
RS_GCF_003692885.1	SAMN07311039	46.54 N 6.99 E	46.54 N 6.99 E	2016-07	PRJNA224116	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus bombicola	2016-07	Switzerland: Le Moleson region, Fribourg	Bombus pascuorum				[environment_biome_harmonized] gut microbiome --- [environment_feature_harmonized] gut of bumble bee --- [environment_material_harmonized] gut --- [isol_growth_condt] MRSA, 34¡C, anaerobe --- [ref_biomaterial] Comparative genomics of Lactobacilli from the gut of honey bees and bumble bees	[-0.008858131487889272, -0.0629911572472126, 0.022206843521722412, -0.07535563244905807, 0.08882737408688965, -0.2599000384467512, 0.09356401384083046, 0.13588619761630144, 0.044844290657439445, 0.024605920799692427, -0.15378700499807765, 0.05536332179930796, -0.2069357939254133, 0.10340638216070744, -0.2599000384467512, 0.21413302575932336, 0.07535563244905807, -0.07972318339100345, -0.041584006151480196, -0.13016532103037293, 0.041584006151480196, -0.03543252595155709, 0.041584006151480196, 0.0015378700499807767, 0.007443291041906958, -0.09356401384083046, -0.2679584775086506, -0.24415224913494812, 0.09842368319876971, 0.05173394848135333, -0.16633602460592078, 0.04822760476739715, 0.07972318339100345, 0.186082276047674, 0.05173394848135333, 0.01384083044982699, 0.0271280276816609, 0.3014225297962323, -0.24415224913494812, 0.07111111111111111, 0.05911572472126105, 0.2519646289888504, -0.17279507881584008, -0.06698961937716265, -0.09842368319876971, -0.03543252595155709, 0.01574778931180315, -0.15378700499807765, -0.003936947327950788, -0.15378700499807765, 0.05911572472126105, 0.07535563244905807, 0.01384083044982699, 0.2599000384467512, 0.05911572472126105, 0.07111111111111111, -0.04822760476739715, -0.041584006151480196, 0.022206843521722412, 0.07972318339100345, 0.0271280276816609, 0.08882737408688965, -0.05536332179930796, 0.044844290657439445]
GB_GCA_002290765.1	SAMN07572685	40.6833 N 14.7833 E	40.683333 N 14.783333 E	2016	PRJNA400357	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Brucella	s__Brucella melitensis	2016	Italy: Salerno	Bubalus bubalis	lymph node			[collected_by] IZSM --- [host_disease_harmonized] Brucellosis	[-0.05911572472126105, -0.1929104190695886, 0.13016532103037293, 0.13588619761630144, 0.10340638216070744, 0.05911572472126105, 0.03543252595155709, 0.04822760476739715, 0.29287197231833906, -0.0629911572472126, -0.044844290657439445, -0.09842368319876971, -0.24415224913494812, -0.13016532103037293, 0.08882737408688965, 0.01384083044982699, -0.019930795847750864, 0.16633602460592078, -0.05173394848135333, 0.09842368319876971, -0.041584006151480196, 0.0271280276816609, 0.14769703960015382, 0.07535563244905807, 0.044844290657439445, 0.2599000384467512, -0.12456747404844293, -0.008858131487889272, 0.31009611687812383, -0.01384083044982699, 0.05536332179930796, 0.03254133025759323, 0.05911572472126105, 0.21413302575932336, 0.03254133025759323, -0.03254133025759323, -0.03254133025759323, 0.024605920799692427, -0.1929104190695886, 0.1929104190695886, 0.21413302575932336, -0.012056901191849288, 0.16000000000000003, -0.05911572472126105, -0.03254133025759323, 0.05173394848135333, -0.14769703960015382, -0.05911572472126105, 0.11374086889657825, 0.008858131487889272, -0.06698961937716265, 0.2519646289888504, -0.07972318339100345, 0.07111111111111111, 0.1085121107266436, -0.17279507881584008, 0.13016532103037293, 0.05536332179930796, -0.07535563244905807, -0.004982698961937716, 0.186082276047674, -0.1085121107266436, -0.07535563244905807, -0.14769703960015382]
